,MCB ,IBL,SBM,CIEL,Vivo,CIM,EMTEL,PBL,ASCENCIA,AFREXIM,MEDINE,SUN,NMH,LUX,POLICY,NIT,MDIT,BMH,SEMDEX,SEM-10,,
02/09/2024,430,41,5.58,8.14,346.5,11.1,19.95,501,17.3,2.72,58.75,49,13,59,3.1,10.8,10.8,26,2259.11,428.62,,
30/08/2024,421,41,5.38,8.08,348.25,11,20,501,17.3,2.71,58,48,13,58,3.1,10.5,10.5,26,2233.67,422.44,,
29/08/2024,413.5,41,5.32,8,348.25,10.65,20.5,501,17.25,2.81,58,46.25,12.7,57,3.08,10.5,10.5,26,2209.27,417.96,,
28/08/2024,410,41,5.3,8,348.25,10.6,20.5,501,17.35,2.81,58,46,12.8,57,3.08,10.7,10.7,26,2202.14,416.07,,
27/08/2024,406,41,5.32,7.96,348.25,10.6,21.1,501,17.5,2.71,58,46,12.8,55,3.1,10.75,10.75,26,2195.84,413.54,,
26/08/2024,405.75,41,5.28,7.94,348.25,10.6,21.5,501,17.5,2.73,58,46,12.8,54.5,3.1,10.75,10.75,26,2191.17,413.21,,
23/08/2024,404.25,41,5.2,7.92,348.25,10.6,21.5,501,17.45,2.73,58,46,12.65,54.25,3.1,10.8,10.8,26,2183.74,411.93,,
23/08/2024,404.25,41,5.2,7.92,348.25,10.6,21.5,501,17.45,2.73,58,46,12.65,54.25,3.1,10.8,10.8,26,2183.74,411.93,,
22/08/2024,402.5,41,5.2,7.9,348.25,10.55,21.5,501,17.5,2.7,57.5,46,12.7,53.75,3.1,10.8,10.8,26,2179.93,410.82,,
21/08/2024,400,40.4,5.14,7.9,348.25,10.55,21.7,497.25,17.5,2.71,57.5,44.5,12.8,53.75,3.12,10.8,10.8,26,2170.24,407.84,,
20/08/2024,396,40.4,5,7.9,348.25,10.55,21.8,497.25,17.75,2.71,57.5,44.5,12.6,53.5,3.15,10.8,10.8,26,2158.63,405.32,,
19/08/2024,392,40.4,4.85,7.82,348.25,10.55,21.9,497.25,17.75,2.72,57.5,44.5,12.75,52.5,3.18,10.9,10.9,26,2143.67,402.24,,
16/08/2024,390.5,40.4,4.82,7.76,350,10.6,22,497.25,17.75,2.72,57.5,41.8,12.95,52.5,3.15,10.9,10.9,26,2137.87,400.27,,
14/08/2024,390,40.3,4.8,7.66,350,10.6,22,497.25,18,2.72,57.5,40.75,12.1,52.25,3.15,10.9,10.9,26,2131.35,399.27,,
13/08/2024,388,40.3,4.8,7.66,350,10.55,22,497,18,2.7,57.5,40.6,11.9,52.25,3.15,10.9,10.9,26,2126.43,398.15,,
12/08/2024,387.5,40,4.8,7.66,348,10.55,22,497,18,2.75,57.5,40.6,11.8,52.25,3.15,10.9,10.9,26,2122.3,397.7,,
09/08/2024,387.25,40,4.8,7.66,348,10.55,22,497,18,2.84,57.5,40.6,11.85,52.5,3.15,10.9,10.9,26,2123.22,398.12,,
08/08/2024,387.25,40,4.8,7.6,348,10.7,22,495,18.45,2.84,57.25,40.6,11.85,52.25,3.15,10.9,10.9,26,2123.69,398.27,,
07/08/2024,387.5,40,4.76,7.6,348,10.55,22,495,18.45,2.84,57.25,40.6,11.5,52.25,3.15,10.9,10.9,26,2121.04,398.18,,
06/08/2024,387,40,4.8,7.5,348,10.6,22.25,495,18.45,2.84,57.25,41,11.5,52.25,3.2,11,11,26,2122.38,397.95,,
05/08/2024,386.75,40,4.79,7.5,348,10.55,22.25,495,18.5,2.85,57,40.6,11.9,52.25,3.21,11,11,26,2122.6,397.76,,
02/08/2024,386.5,40.2,4.8,7.5,348,10.55,22.25,495,18.5,2.85,57,41,11.9,52.25,3.23,11,11,26,2123.85,398.25,,
01/08/2024,386,40.2,4.8,7.5,348,10.55,22.5,495,18.5,2.85,57,41,11.7,52.25,3.25,11,11,26,2122.9,397.96,,
31/07/2024,385,40.1,4.75,7.46,348,10.55,22.5,493,18.5,2.85,57,40.5,11.1,52.25,3.25,11,11,26,2113.49,396.18,,
30/07/2024,384.5,40.1,4.71,7.46,348,10.55,22.5,493,18.5,2.85,57,40.5,11,52.5,3.28,11,11,26,2111.69,395.96,,
29/07/2024,384,40,4.71,7.36,350,10.5,22.25,492,18.5,2.85,57,40.1,10.95,52.5,3.28,11,11,26,2108.26,395.21,,
26/07/2024,384,40,4.71,7.36,350,10.4,22,492,18.5,2.84,57,40.05,10.95,52.75,3.28,11,11,26,2105.51,395.47,,
25/07/2024,382.5,40,4.7,7.34,350,10.4,22,492,18.5,2.85,57,42,10.9,53,3.25,11,11,26,2105.24,395.42,,
24/07/2024,382.5,40,4.71,7.34,350,10.4,22,492,18,2.84,56.5,44.5,10.85,53,3.25,11,11,26,2106.6,395.87,,
23/07/2024,382.5,40.1,4.7,7.32,350,10.4,22.75,492,18,2.85,56.5,44.5,10.85,53,3.28,11,11,26,2108.38,395.87,,
22/07/2024,382.5,40.1,4.73,7.32,349,10.4,22.8,492,18,2.85,57,44.5,10.9,52.75,3.27,11,11,26,2107.98,396.11,,
19/07/2024,382.25,40.1,4.7,7.32,349,10.4,22.85,492,18,2.85,57,44.5,10.7,53.25,3.3,10.5,10.5,26,2107.8,395.81,,
18/07/2024,382,40.1,4.7,7.32,348.75,10.5,22.85,492,18,2.85,56.25,44.5,10.6,53.25,3.27,10.5,10.5,26,2106.91,395.62,,
17/07/2024,381.5,40.15,4.72,7.32,348.75,10.7,23,492,18,2.85,56.25,44.5,10.6,53.25,3.27,10.5,10.5,26,2109.99,395.58,,
16/07/2024,380.75,40.1,4.74,7.24,348.75,10.7,23,492,18,2.85,56.25,44.5,10.6,53.5,3.4,11,11,26,2108.48,394.98,,
15/07/2024,380,40.1,4.74,7.24,349,10.7,23,492,18,2.85,56.25,44.95,10.5,53.5,3.4,11,11,26,2106.58,394.79,,
12/07/2024,381.25,40.1,4.76,7.62,349,10.75,23,492,18,2.85,56.5,44.95,10.5,53,3.4,11,11,26,2115.54,396.79,,
11/07/2024,381.25,40.2,4.76,7.68,349,10.75,23,492,18,2.85,56.75,45,10.65,53,3.4,10.5,10.5,26,2118.1,397.17,,
10/07/2024,380.25,40.3,4.76,7.62,349,10.8,23.2,492,18,2.85,56.75,45,10.55,53,3.4,11,11,26,2115.9,396.63,,
09/07/2024,380,40.3,4.75,7.6,349,10.5,23,492,17.5,2.85,56.75,45,10.4,53,3.4,11,11,26,2110.87,395.91,,
08/07/2024,378,40.3,4.8,7.6,349,10.5,23.2,492,17.55,2.85,56.75,45,10.4,54,3.25,10.9,10.9,26,2110.29,395.28,,
05/07/2024,378,40.5,4.8,7.6,349,10.4,23.45,492,17.35,2.85,58,45,10.4,54,3.2,10.9,10.9,26,2113.87,395.33,,
04/07/2024,380,40.5,4.8,7.6,350,10.4,,491,17.35,2.85,58,46,10.45,54,3.2,10.9,10.9,27,2120.81,396.76,,
03/07/2024,380.25,40,4.76,7.6,346.5,10.4,,490,17.35,2.85,58,46,10.5,54,3.2,9.9,9.9,27,2115.91,395.81,,
02/07/2024,380,39.95,4.75,7.48,346.5,10.4,,490,17.35,2.85,57,46,10.45,53.75,3.16,9.02,9.02,27,2111.72,395.18,,
01/07/2024,380,40,4.7,7.5,346.5,10.4,,490,17.35,2.85,57,46,10.45,53,3.16,9.02,9.02,27,2112.18,395.43,,
28/06/2024,380,40,4.7,7.36,346.5,10.65,,490,17.35,2.85,54.75,46,10.5,53,3.15,9.02,9.02,27,2108.82,395.04,,
27/06/2024,382,40,4.6,7.36,346.5,10.65,,490,17.35,2.85,54,46,10.7,53,3.06,9.9,9.9,27,2108.9,395.42,,
26/06/2024,384,40,4.48,7.34,346.5,10.65,,490,17.4,2.85,54,48,10.75,52.5,3.06,10,10,27,2115.05,396.64,,
25/06/2024,384,40,4.48,7.34,346.5,10.65,,490,17.4,2.85,54,48,10.75,52.5,3.06,10,10,27,2115.05,396.64,,
24/06/2024,382.75,43.05,4.45,7.32,347,10.65,,490,17.4,2.88,53.75,46.2,10,52.25,3.06,9.5,9.5,27,2116.17,399.34,,
21/06/2024,378,43.05,4.46,7.32,347,10.75,,490,17.4,2.85,54,46.2,10,52.5,3.06,9,9,27,2110.81,396.83,,
19/06/2024,378,43.05,4.42,7.46,348,10.75,,490,17.4,2.85,54.75,46.2,10,52.5,3,9,9,27,2114.54,397.06,,
18/06/2024,378.5,43.05,4.4,7.46,346,10.75,,490,17.4,2.85,54.75,46.2,10.15,52.75,3.05,9,9,27,2117.58,397.08,,
17/06/2024,379,43.05,4.4,7.36,346,10.8,,490,17.4,2.85,54.75,46.2,9.8,52.75,3.05,9,9,27,2113.73,396.53,,
14/06/2024,378.5,43.05,4.4,7.36,346,10.8,,490,17.4,2.85,54.75,46.2,10,52.75,3.06,9.26,9.26,27,2115.89,396.22,,
13/06/2024,380,43.05,4.48,7.36,346,10.8,,490,17.4,2.85,55.25,46,10,52.75,3.06,9.5,9.5,27,2123.39,397.25,,
12/06/2024,383.75,43.05,4.48,7.36,346,10.95,,492,17.4,2.85,55.25,46,10,52.75,3.06,9.5,9.5,27,2134.67,399.22,,
11/06/2024,384,43.5,4.48,7.5,346,10.95,,490.75,17.4,2.85,55.25,46.2,10.3,52.75,3.06,9.5,9.5,27,2142.88,400.27,,
10/06/2024,383,44.05,4.5,7.56,346,10.95,,490.5,17.4,2.85,55.25,46.2,10.4,52.5,3.06,9.5,9.5,27,2146.25,400.81,,
07/06/2024,381.5,44.05,4.5,7.24,346,11,,490.5,17.4,2.85,55.5,46.55,10.4,52.5,3.1,9.5,9.5,27,2140.81,398.99,,
06/06/2024,391,44.05,4.55,7.24,346,11,,490.5,17.4,2.85,55.5,46.55,10.4,52.5,3.1,9.5,9.5,27,2162.22,403.95,,
05/06/2024,389.5,44.05,4.55,7.24,346,10.1,,490.5,17.4,2.85,55.5,46.55,10.45,52.5,3.1,9.5,9.5,27,2155.47,403.23,,
03/06/2024,388.75,43.05,4.55,7.24,346,10.35,,490.25,17.5,2.85,56,46.5,10,52.25,3.1,9.5,9.5,27,2145.95,401.63,,
31/05/2024,388.5,43.05,4.6,7.22,346,10.35,,490.25,17.5,2.85,56,46.5,10,52.25,3.05,9.5,9.5,27,2146.65,401.78,,
30/05/2024,389,43.05,4.6,7.22,346,10.55,,490.25,17.5,2.85,56,46.5,11,52.25,3.04,9.8,9.8,27,2155.22,402.05,,
29/05/2024,388.75,43,4.55,7.2,346,10.55,,490.25,17.5,2.85,57,47,11.3,52.25,3.04,10,10,27,2157.04,401.62,,
28/05/2024,390,43.05,4.55,7.56,346,10.55,,490,17.5,2.85,57,47,11.3,52.25,3.04,10,10,27,2165.14,403.43,,
27/05/2024,390,43.05,4.55,7.6,345.5,10.55,,490,18,2.85,58,46.2,11.3,52.25,3.08,11,11,27,2169.92,403.74,,
24/05/2024,390,43.05,4.65,7.6,345.5,10.5,,505,18,2.85,58,46.1,11.15,53.75,3.1,11,11,27,2174.47,404.82,,
23/05/2024,393.75,43.05,4.65,7.6,345.5,10.5,,505,18,2.85,58,46.2,11.2,53.75,3.15,10,10,27,2183.6,406.66,,
22/05/2024,390.25,43.05,4.64,7.6,345.5,10.5,,505,18,2.85,58,46.2,11.2,53.75,3.12,10.1,10.1,27,2173.13,404.84,,
21/05/2024,390,43.05,4.61,7.6,345.5,10.9,,505,18,2.85,60,46.2,11.4,53.75,3.12,10.1,10.1,27,2176.6,404.2,,
20/05/2024,394,43.05,4.64,7.6,345.5,10.5,,505,18,2.85,59,46.25,11.4,53.75,3.1,10.1,10.1,27,2188.57,406.29,,
17/05/2024,397.75,43.05,5,7.6,345.5,10.5,,505,18,2.85,59.75,46.25,11.4,53.75,3.1,11,11,28,2206.77,410.16,,
16/05/2024,398,43.25,4.9,7.6,345.5,10.5,,505,18,2.8,59.75,46.25,11.4,53.75,3.1,10.75,10.75,28,2202.71,409.61,,
15/05/2024,399.5,44.15,4.8,7.6,345.5,10.5,,500,18,2.8,59.75,46.25,11.5,53.75,3.08,10.75,10.75,27,2206.4,410.86,,
14/05/2024,390,44,4.8,7.5,345.5,10.45,,500,18,2.8,60,46.25,11.65,53.5,3.08,10.95,10.95,27,2185.17,405.72,,
13/05/2024,385,44,4.8,7.5,345.5,10.55,,500,18.75,2.8,60,46.25,11.9,53.75,3.08,11,11,26,2176.27,403.98,,
10/05/2024,383,43.75,4.8,7.5,345,10.55,,496,18.75,2.8,60,46.25,10.75,53.5,3.08,12,12,24,2164.1,402.51,,
09/05/2024,382,43.75,4.81,7.3,345,10.4,,496,17.55,2.8,63,46.25,10.75,53.5,3.08,12,12,24,2156.3,400.32,,
08/05/2024,382,43.5,4.8,7.3,345,10.4,,496,17.55,2.8,63,46.25,10.5,53.5,3.08,11.7,11.7,24,2153.33,399.94,,
07/05/2024,378.25,43.5,4.8,7.3,345,10.55,,500,17.55,2.8,60,46.4,10.75,55,3.16,12,12,24,2150.45,398.24,,
06/05/2024,376.5,43.5,4.78,7.26,345,10.55,,500,17.55,2.8,57,46.4,10.5,55,3.16,12,12,24,2145.14,397.14,,
03/05/2024,376.5,43.5,4.8,7.4,345,10.55,,500,17.55,2.8,56,46.4,10.8,55,3.16,12,12,24,2147.15,397.76,,
02/05/2024,376.5,43.5,4.8,7.5,345,10.55,,500,17.55,2.8,55,46.4,10.85,53.75,3.16,12,12,24,2144.16,398.1,,
30/04/2024,376.5,43.5,4.8,7.6,345,10.55,,500,17.55,2.8,54.5,46.5,10.5,53.75,3.1,12.2,12.2,24,2149.12,398.73,,
29/04/2024,375.25,43.5,4.8,7.6,345,10.9,,500,17.55,2.8,54.5,48,10.5,53,3.1,12.2,12.2,24,2151.16,398.65,,
26/04/2024,377.75,43,4.81,7.6,345,10.9,,500,17.6,2.8,53.75,48,10.95,53,3.1,12.2,12.2,24,2156.37,399.33,,
25/04/2024,378,43,4.81,7.6,345,10.9,,500,17.6,2.8,53.75,48,10.95,53,3.1,12.2,12.2,24,2156.73,399.47,,
24/04/2024,377,43,4.81,7.6,345,10.9,,500,17.6,2.8,53.75,48,10.95,53,3.1,12.2,12.2,24,2153.88,398.99,,
23/04/2024,378,43,4.81,7.56,345,10.9,,505,17.6,2.8,53.75,48,10.4,53,3.1,11.75,11.75,24,2154.74,399.55,,
18/04/2024,375.75,43,4.82,7.56,342.75,11,,505,17.75,2.8,53.75,48,10.5,53,3.1,11.75,11.75,24,2152.27,398.57,,
17/04/2024,375.75,43,4.82,7.68,342.75,11,,505,17.75,2.8,53.5,42.5,10.5,53,3.05,11.75,11.75,24,2146.63,396.95,,
16/04/2024,375.5,43,4.81,7.7,342.75,11,,505,17.75,2.8,53.5,42.5,10.55,53,3.05,11.75,11.75,25,2149.39,396.84,,
15/04/2024,372.75,43.5,4.84,7.7,350.5,11,,505,17.75,2.8,52.5,42,10.6,53,3.05,11.75,11.75,25,2149.22,396.54,,
12/04/2024,372,44,4.85,7.26,350.5,11,,505,17.75,2.8,52.5,41.5,10.9,52,3,11.75,11.75,25,2144.83,395.19,,
10/04/2024,372,44,4.85,7.26,350.5,11.3,,500,17.75,2.81,52.5,41,10.9,51,3.05,11.5,11.5,25,2144.24,394.83,,
08/04/2024,371,44,4.85,7.22,350.5,11.3,,500,18.2,2.8,52.5,41,11,51,3.05,11.5,11.5,25,2141.83,394.59,,
05/04/2024,370.5,44,4.8,7.3,350.5,10.5,,500,18.2,2.8,52.5,41,11,51,3.1,11.5,11.5,25,2136.18,394.29,,
04/04/2024,370,44,4.9,7.4,350.5,10.5,,500,18.2,2.81,52.5,40.5,11,51,3.1,11,11,25,2140.28,394.82,,
03/04/2024,374,43,4.92,7.4,350.5,10.75,,500,18.2,2.81,52.25,40,10.85,51,3.18,11,11,25,2143.53,395.41,,
02/04/2024,377.75,43,4.96,7.7,350.25,10.75,,500,18.2,3.36,52.5,40,10.9,51,3.2,13,13,25,2158.2,401.9,,
01/04/2024,378.75,43.3,5,7.7,350.25,10.75,,499,18.2,2.8,52.5,39.95,10.9,51,3.17,13,13,25,2162.37,399.52,,
01/04/2024,378.75,43.3,5,7.7,350.25,10.75,,499,18.2,2.8,52.5,39.95,10.9,51,3.17,13,13,25,2162.37,399.52,,
29/03/2024,375,43.45,5.2,7.22,350.25,10.75,,499,18,2.8,51.75,39.95,10.9,51,3.2,13,13,25,2151.68,397.04,,
28/03/2024,370.5,43.45,4.46,7.22,350.25,10.75,,499,18,2.85,51.75,39.9,10.9,51,3.12,13,13,25,2124.23,390.72,,
27/03/2024,366.5,43.45,4.46,7.24,350.25,10.75,,499,18,2.8,51.75,39.9,10.8,51,3.17,13,13,25,2114.66,388.49,,
26/03/2024,365.25,43.45,4.46,7.24,350.25,10.7,,499,18,2.8,51.75,39.9,10.45,51.25,3.17,13.1,13.1,25,2111.94,388.29,,
25/03/2024,361,43.45,4.44,7.26,350.25,10.7,,499,18,2.8,51,39.9,10.2,51,3.42,13.1,13.1,25,2103.01,386.08,,
22/03/2024,359,43.45,4.38,7.26,350.25,10.95,,499,18,2.8,51,40,10.2,51,3.42,13.1,13.1,25,2098.92,384.61,,
21/03/2024,356,43.45,4.38,7.2,350.25,10.95,,496,18,2.8,50.25,40,10,51,3.25,13.1,13.1,25,2089.5,382.84,,
20/03/2024,355,43.45,4.4,7.2,350.25,10.95,,496,18.25,2.8,50,39,10,51,3.1,13.1,13.1,25,2084.51,382.73,,
19/03/2024,348,44,4.4,7.2,350,10.95,,496,18.5,2.8,50,38.5,10.05,51,3.03,14,14,25,2075.14,380.23,,
18/03/2024,343.75,44,4.4,7.28,350,11.05,,496,18.75,2.8,50.25,38.5,10.1,51,3.03,14.5,14.5,25,2069.79,378.6,,
15/03/2024,342.5,44,4.4,7.3,350,11.05,,496,18.75,2.8,50.25,38.5,10,51.5,3,15,15,25,2067.59,378.19,,
14/03/2024,341,44,4.4,7.24,350,10.9,,496,18.8,2.8,50.5,38.05,10,51.5,2.97,15,15,25,2062.47,377.24,,
13/03/2024,340,44,4.42,7.24,350,11.05,,496,18.8,2.8,51.25,38.05,10,50.5,2.97,15,15,25,2061.66,376.6,,
07/03/2024,338,44,4.43,7.3,350,11.05,,496,18.8,2.8,51.75,38.5,10.8,50.5,2.95,15,15,23.45,2063.5,375.86,,
06/03/2024,337,44,4.44,7.3,350,11.05,,496,18.8,2.81,52,38.5,10.8,50.25,3,15,15,23.45,2062.29,374.84,,
05/03/2024,337,43.5,4.45,7.3,350,11.05,,496,18.8,2.81,52,38.5,10.55,50.25,3,15,15,23.45,2057.79,374.21,,
04/03/2024,338.75,45,4.4,7.3,350,11.05,,496,18.8,2.82,52.5,38.5,10.95,50.5,3,15,15,23.45,2070.65,376.77,,
01/03/2024,339.75,44.75,4.42,7.28,350,11.05,,496,18.8,2.82,52.5,39.9,10.3,50.5,2.95,15,15,23.45,2070.35,376.99,,
29/02/2024,338,44.15,4.45,7.28,350,11.05,,496,18.8,2.82,52.75,40,10.4,51,2.95,15,15,23.45,2065.79,375.62,,
28/02/2024,333,44.1,4.45,7.2,350,11.05,,496,19,2.82,52.75,40,11,51,2.95,15.3,15.3,23.45,2057.52,373.02,,
27/02/2024,331,44.1,4.45,7.2,350,11.05,,496,19,2.85,52.5,40,11.05,51,2.95,15.95,15.95,23.45,2053.29,372.14,,
26/02/2024,330,44,4.42,7.14,350,11.05,,496,19,2.85,52.75,40,11.05,51,2.95,15.3,15.3,23.45,2049.13,371.15,,
23/02/2024,330,44,4.44,7.14,350,11.05,,496,19,2.81,54,40,11.05,51.5,2.95,15.1,15.1,23.45,2051.91,371.1,,
21/02/2024,330,44,4.45,7.2,350,11.05,,495,19,2.85,54,40,11.05,51.5,2.95,15.1,15.1,23.45,2053.02,371.57,,
20/02/2024,330.5,44,4.45,7.2,350,11.05,,495,19,2.85,54,40,11.05,51.5,2.95,15.3,15.3,23.45,2053.38,371.83,,
19/02/2024,330.5,43.3,4.45,7.2,350,11.05,,495,18.7,2.85,54,40,11.3,51,2.95,15.3,15.3,23.05,2049.38,370.45,,
16/02/2024,330.5,43.25,4.45,7.08,350,11,,495,18.8,2.85,54,40,11.3,51.5,2.95,15.4,15.4,23.05,2049.38,370.2,,
15/02/2024,333.25,43.6,4.44,7,350,10.95,,498,18.8,2.85,54,40,11.25,51.5,2.95,15.4,15.4,23,2055.31,371.8,,
14/02/2024,332.25,43.25,4.46,6.94,350,10.95,,499,18.8,2.85,54,38,11.05,53,2.95,15,15,23.2,2049.43,371.13,,
13/02/2024,330.5,43.25,4.46,6.94,350,10.95,,499,19,2.85,54.25,37.05,11.5,53.25,3,15.25,15.25,24,2048.7,370.52,,
12/02/2024,330,43.25,4.47,6.94,350,11,,499,19,2.85,54.25,37.05,11.8,53.25,3,15,15,24,2049.9,370.29,,
09/02/2024,329,43.25,4.46,6.9,350.25,11,,499,19.15,2.85,54.25,37.05,11.8,53.25,3,15,15,24,2045.95,369.77,,
08/02/2024,327.25,43.25,4.46,6.92,350.25,10.8,,499,19.2,2.84,54.25,37.05,11.1,53.75,3,16,16,24,2040.43,369.07,,
07/02/2024,327.25,43.25,4.48,6.92,350,10.8,,499,19.2,2.85,54.25,37.05,11.5,53.75,2.95,16,16,24,2043.12,369.24,,
06/02/2024,327,43.25,4.5,7,350,10.8,,499,19.15,2.85,54.25,37.05,11.5,55,2.95,15.35,15.35,24,2046.36,369.79,,
05/02/2024,327.5,43.3,4.5,7,350,10.7,,499,19.15,2.85,54.25,37.45,11.7,55,2.96,15,15,24,2050.12,370.08,,
02/02/2024,327.5,43.3,4.53,7,350,10.65,,499,19.25,2.85,54.25,37.5,11.4,55,2.95,15,15,24,2050.35,370.24,,
31/01/2024,327.5,43.3,4.56,7.08,350,10.65,,499,19.25,2.85,54.25,37.8,11,55.25,2.94,16,16,23.2,2051.23,370.77,,
30/01/2024,327.5,43.25,4.57,7.08,350,10.65,,499,19.3,2.85,54.25,37,11.2,55,2.93,16,16,23.2,2050.84,370.69,,
29/01/2024,327.75,43.25,4.55,7.08,349.75,10.65,,500,19.3,2.85,54.25,37.8,11.2,56,2.93,16,16,23.2,2055.22,371.07,,
26/01/2024,328,43.25,4.57,7.08,349.75,10.65,,500,19.3,2.85,54.25,37.05,11.5,56,2.93,16,16,23.2,2056.56,371.31,,
24/01/2024,328.75,43.25,4.57,7.1,349.75,10.6,,500,19.3,2.85,54.25,37.05,11.5,56,2.95,16.1,16.1,23.2,2056.9,371.59,,
22/01/2024,328,43.25,4.57,7.1,335.75,10.6,,500,19.3,2.85,54.25,37.8,11.25,56,2.98,16,16,23.2,2053.5,370.36,,
19/01/2024,328,43.2,4.59,7.1,335.75,10.6,,499,19.45,2.85,54.25,37.8,11.25,55.75,2.98,16.3,16.3,23.2,2054,370.46,,
18/01/2024,327,43.2,4.59,7.1,335.25,10.6,,499.25,19.45,2.85,54.25,37.8,11.2,55.75,3,16.3,16.3,23.2,2052.13,370.06,,
17/01/2024,326,43.2,4.59,7.1,335.25,10.6,,499.25,19.5,2.83,54.25,37.8,11.2,56,3,16,16,23.2,2050.05,369.45,,
15/01/2024,326.25,43.2,4.58,7.1,335.25,10.6,,499.25,19.5,2.83,54.25,37.8,11.2,56,3,16,16,23.2,2051.21,369.42,,
12/01/2024,326.25,43.15,4.55,7.1,335,10.6,,499,19.5,2.83,54.25,37.8,11.2,56,3,16,16,23.2,2050.6,369.14,,
11/01/2024,328,43.15,4.59,7.1,335,10.6,,499,19.5,2.83,56.25,37,11.2,56,3,16,16,23.2,2055.6,370.24,,
11/01/2024,328,43.15,4.59,7.1,335,10.6,,499,19.5,2.83,56.25,37,11.2,56,3,16,16,23.2,2055.6,370.24,,
10/01/2024,328,43.15,4.53,7.04,335,10.6,,499,18.75,2.83,56.25,37,11.45,56,2.96,16,16,23.2,2051.14,368.98,,
09/01/2024,326.25,43.15,4.53,7,330.75,10.6,,500,18.75,2.83,56.25,37,11.45,56,2.95,16,16,23.2,2045.39,367.76,,
08/01/2024,326.25,43.15,4.52,6.96,330.75,11,,500,18.75,2.85,54,37,11.5,56,2.95,16,16,23.2,2044.59,367.69,,
05/01/2024,326,43.15,4.53,6.96,330.75,11,,502,18.75,2.85,53.25,37,11.55,57.25,3,16.15,16.15,23.2,2044.62,367.94,,
04/01/2024,325,43.1,4.53,6.92,330.75,10.85,,502,18.9,2.84,52.25,37.9,11.5,57.5,3.02,17.4,17.4,24,2042.45,367.4,,
03/01/2024,324.25,43.1,4.53,6.9,330.75,10.85,,502,18.9,2.84,52.25,38,11.5,57.75,3.02,17.25,17.25,23,2040.81,367.05,,
29/12/2023,324,43.1,4.55,6.88,330.75,10.85,,502,18.9,2.85,52.25,38,11.1,57.75,3,17.25,17.25,23,2038.1,366.97,,
28/12/2023,325,43.1,4.55,6.9,330.75,10.85,,502,18.9,2.85,52.25,38,11,57.75,2.95,17.2,17.2,23,2039.75,367.76,,
28/12/2023,325,43.1,4.55,6.9,330.75,10.85,,502,18.9,2.85,52.25,38,11,57.75,2.95,17.2,17.2,23,2039.75,367.76,,
27/12/2023,325,43,4.55,6.9,330.75,10.85,,501,18.5,2.9,52.25,38,11,57.75,2.95,17.5,17.5,23,2037.61,367.52,,
26/12/2023,326,43,4.59,6.9,330.75,10.9,,510,18.9,2.9,52.25,38,11,57.75,2.95,17.5,17.5,23,2044.49,368.95,,
22/12/2023,326,44,4.5,6.94,330.75,10.85,,510,18.95,2.85,52,38,11,57,2.95,17.5,17.5,23,2047.81,369.43,,
21/12/2023,325,44,4.5,6.9,330.5,10.85,,510,18.9,2.85,52,38,10.6,56,2.95,17.5,17.5,23,2042.66,368.49,,
20/12/2023,325.25,44,4.53,6.9,330.5,10.85,,510,18.9,2.85,52,38,10.7,55.25,2.95,18,18,23,2043.23,368.33,,
19/12/2023,325.25,44,4.51,6.9,330.5,10.85,,515,18.95,2.85,51.25,38,10.7,55,2.92,18,18,23,2044.43,368.38,,
18/12/2023,325.25,44,4.5,6.84,330.5,10.85,,518,18.95,2.85,51.25,38,10.7,55.25,2.93,18,18,23,2044.68,368.28,,
15/12/2023,325.25,44.8,4.5,6.84,328.25,10.85,,518,18.95,2.85,51.25,38,10.7,55.25,2.93,17,17,23,2046.94,368.44,,
14/12/2023,325.25,44.8,4.5,6.84,328.25,10.85,,518,18.5,2.84,51.25,38.5,10.7,56,2.93,17,17,23,2047.14,368.19,,
13/12/2023,325.25,45,4.52,6.84,328.25,10.85,,520,19,2.8,51.25,38.5,10.75,56,2.93,17,17,23,2051.86,368.95,,
12/12/2023,325.5,45,4.53,6.8,328.25,10.85,,520,19,2.8,51.25,38.5,10.75,56,2.98,17,17,23,2052.21,369.01,,
11/12/2023,326,45,4.52,6.8,328.25,11,,520,19,2.8,51,38.5,10.5,56,2.98,17.4,17.4,23,2053.19,370.4,,
08/12/2023,326,45,4.53,6.9,328.25,10.85,,520,19,2.8,51,38.5,10.6,56,2.98,17.4,17.4,23,2053.64,370.77,,
07/12/2023,326,45,4.55,6.9,328.25,10.85,,520,19,2.85,50.75,38.5,10.9,56,2.98,17.4,17.4,23,2055.28,370.77,,
06/12/2023,326,45,4.55,6.94,328.25,10.85,,520,19,2.85,50.75,38.5,11.75,56,2.99,18,18,23,2060.2,371.04,,
05/12/2023,326,44.95,4.55,6.94,328.25,10.85,,520,19.25,2.85,50.75,38.5,11.75,56,3.02,18,18,23,2061.17,369.92,,
04/12/2023,328,45,4.55,6.96,328.25,10.85,,524,19.6,2.85,50.75,38.5,10.65,57,3.02,18,18,23,2064.71,372.64,,
01/12/2023,329,44.95,4.59,6.96,328.25,10.85,,524,19,2.85,50.75,38.15,10.45,56.5,3.02,18,18,23,2062.33,372.56,,
30/11/2023,330,44.95,4.59,7,326.5,10.85,,529,18.5,2.85,50.75,38,10.45,56.25,3.02,17.4,17.4,23,2064.63,372.31,,
